_id,ltable_id,rtable_id
826,612,297
827,613,214
828,614,1
829,614,12
830,614,31
831,614,33
832,614,40
833,614,42
834,614,43
835,614,48
836,614,80
837,614,107
838,614,166
839,614,175
840,614,192
841,614,209
842,614,215
843,614,299
844,615,1
845,615,12
846,615,31
847,615,33
848,615,40
849,615,42
850,615,43
851,615,48
852,615,80
853,615,107
854,615,166
855,615,175
856,615,192
857,615,209
858,615,215
859,615,300
860,617,93
861,617,105
862,617,129
863,617,262
864,617,302
865,618,191
866,618,256
867,618,303
868,619,11
869,619,17
870,619,74
871,619,82
872,619,127
873,619,135
874,619,136
875,619,139
876,619,141
877,619,157
878,619,203
879,619,232
880,619,240
881,619,247
882,619,252
883,619,276
884,619,293
885,619,304
886,619,312
887,619,330
888,620,305
889,621,6
890,621,99
891,621,124
892,621,128
893,621,131
894,621,142
895,621,189
896,621,301
897,621,306
898,622,307
899,625,6
900,625,99
901,625,124
902,625,128
903,625,131
904,625,142
905,625,189
906,625,301
907,625,306
908,626,214
909,626,311
910,627,11
911,627,17
912,627,74
913,627,82
914,627,127
915,627,135
916,627,136
917,627,139
918,627,141
919,627,157
920,627,203
921,627,232
922,627,240
923,627,247
924,627,252
925,627,276
926,627,293
927,627,304
928,627,312
929,627,330
930,628,214
931,628,313
932,629,32
933,629,49
934,629,67
935,629,75
936,629,100
937,629,125
938,629,126
939,629,212
940,629,233
941,629,260
942,629,264
943,629,269
944,629,273
945,629,314
946,630,1
947,630,12
948,630,31
949,630,33
950,630,40
951,630,42
952,630,43
953,630,48
954,630,80
955,630,107
956,630,166
957,630,175
958,630,192
959,630,209
960,630,215
961,630,315
962,631,214
963,631,316
964,632,1
965,632,12
966,632,31
967,632,33
968,632,40
969,632,42
970,632,43
971,632,48
972,632,80
973,632,107
974,632,166
975,632,175
976,632,192
977,632,209
978,632,215
979,632,317
980,633,214
981,633,318
982,634,214
983,634,319
984,635,214
985,635,320
986,636,1
987,636,12
988,636,31
989,636,33
990,636,40
991,636,42
992,636,43
993,636,48
994,636,80
995,636,107
996,636,166
997,636,175
998,636,192
999,636,209
1000,636,215
1001,636,321
1002,637,93
1003,637,129
1004,637,262
1005,637,322
1006,638,214
1007,638,323
1008,639,178
1009,639,201
1010,639,272
1011,639,324
1012,640,214
1013,640,325
1014,641,93
1015,641,129
1016,641,262
1017,642,178
1018,642,201
1019,642,272
1020,642,324
1021,642,327
1022,643,1
1023,643,12
1024,643,31
1025,643,33
1026,643,40
1027,643,42
1028,643,43
1029,643,48
1030,643,80
1031,643,107
1032,643,166
1033,643,175
1034,643,192
1035,643,209
1036,643,215
1037,643,328
1038,644,1
1039,644,12
1040,644,31
1041,644,33
1042,644,40
1043,644,42
1044,644,43
1045,644,48
1046,644,80
1047,644,107
1048,644,166
1049,644,175
1050,644,192
1051,644,209
1052,644,215
1053,645,11
1054,645,17
1055,645,74
1056,645,82
1057,645,127
1058,645,135
1059,645,136
1060,645,139
1061,645,141
1062,645,157
1063,645,203
1064,645,232
1065,645,240
1066,645,247
1067,645,252
1068,645,276
1069,645,293
1070,645,304
1071,645,312
1072,645,330
1073,646,178
1074,646,201
1075,646,272
1076,646,324
1077,647,11
1078,647,17
1079,647,74
1080,647,82
1081,647,127
1082,647,135
1083,647,136
1084,647,139
1085,647,141
1086,647,157
1087,647,203
1088,647,232
1089,647,240
1090,647,247
1091,647,252
1092,647,276
1093,647,293
1094,647,304
1095,647,312
1096,647,330
1097,648,11
1098,648,17
1099,648,74
1100,648,82
1101,648,127
1102,648,135
1103,648,136
1104,648,139
1105,648,141
1106,648,157
1107,648,203
1108,648,232
1109,648,240
1110,648,247
1111,648,252
1112,648,276
1113,648,293
1114,648,304
1115,648,312
1116,648,330
1117,649,11
1118,649,17
1119,649,74
1120,649,82
1121,649,127
1122,649,135
1123,649,136
1124,649,139
1125,649,141
1126,649,157
1127,649,203
1128,649,232
1129,649,240
1130,649,247
1131,649,252
1132,649,276
1133,649,293
1134,649,304
1135,649,312
1136,649,330
1137,650,1
1138,650,12
1139,650,31
1140,650,33
1141,650,40
1142,650,42
1143,650,43
1144,650,48
1145,650,80
1146,650,107
1147,650,166
1148,650,175
1149,650,192
1150,650,209
1151,650,215
1152,651,214
1153,652,7
1154,652,10
1155,652,25
1156,652,44
1157,652,51
1158,652,137
1159,652,188
1160,652,199
1161,652,221
1162,652,223
1163,652,225
1164,652,227
1165,652,235
1166,652,239
1167,652,294
1168,652,318
1169,652,321
1170,652,328
1171,653,3
1172,653,36
1173,653,54
1174,653,71
1175,653,122
1176,653,174
1177,653,190
1178,653,200
1179,653,202
1180,653,208
1181,653,218
1182,653,267
1183,654,1
1184,654,12
1185,654,31
1186,654,33
1187,654,40
1188,654,42
1189,654,43
1190,654,48
1191,654,80
1192,654,107
1193,654,166
1194,654,175
1195,654,192
1196,654,209
1197,654,215
1198,655,11
1199,655,17
1200,655,74
1201,655,82
1202,655,127
1203,655,135
1204,655,136
1205,655,139
1206,655,141
1207,655,157
1208,655,203
1209,655,232
1210,655,240
1211,655,247
1212,655,252
1213,655,276
1214,655,293
1215,655,304
1216,655,312
1217,655,330
1218,656,11
1219,656,17
1220,656,74
1221,656,82
1222,656,127
1223,656,135
1224,656,136
1225,656,139
1226,656,141
1227,656,157
1228,656,203
1229,656,232
1230,656,240
1231,656,247
1232,656,252
1233,656,276
1234,656,293
1235,656,304
1236,656,312
1237,656,330
1238,657,7
1239,657,10
1240,657,25
1241,657,44
1242,657,51
1243,657,137
1244,657,188
1245,657,199
1246,657,221
1247,657,223
1248,657,225
1249,657,227
1250,657,235
1251,657,239
1252,657,294
1253,657,318
1254,657,321
1255,657,328
1256,658,7
1257,658,10
1258,658,25
1259,658,44
1260,658,51
1261,658,137
1262,658,188
1263,658,199
1264,658,221
1265,658,223
1266,658,225
1267,658,227
1268,658,235
1269,658,239
1270,658,294
1271,658,318
1272,658,321
1273,658,328
1274,659,1
1275,659,12
1276,659,31
1277,659,33
1278,659,40
1279,659,42
1280,659,43
1281,659,48
1282,659,80
1283,659,107
1284,659,166
1285,659,175
1286,659,192
1287,659,209
1288,659,215
1289,660,178
1290,660,201
1291,660,272
1292,660,324
1293,661,191
1294,661,256
1295,662,93
1296,662,129
1297,662,262
1298,663,39
1299,663,150
1300,664,7
1301,664,10
1302,664,25
1303,664,44
1304,664,51
1305,664,137
1306,664,188
1307,664,199
1308,664,221
1309,664,223
1310,664,225
1311,664,227
1312,664,235
1313,664,239
1314,664,294
1315,664,318
1316,664,321
1317,664,328
1318,666,11
1319,666,17
1320,666,74
1321,666,82
1322,666,127
1323,666,135
1324,666,136
1325,666,139
1326,666,141
1327,666,157
1328,666,203
1329,666,232
1330,666,240
1331,666,247
1332,666,252
1333,666,276
1334,666,293
1335,666,304
1336,666,312
1337,666,330
1338,667,214
1339,668,6
1340,668,99
1341,668,124
1342,668,128
1343,668,131
1344,668,142
1345,668,189
1346,668,301
1347,668,306
1348,669,7
1349,669,10
1350,669,25
1351,669,44
1352,669,51
1353,669,137
1354,669,188
1355,669,199
1356,669,221
1357,669,223
1358,669,225
1359,669,227
1360,669,235
1361,669,239
1362,669,294
1363,669,318
1364,669,321
1365,669,328
1366,670,1
1367,670,12
1368,670,31
1369,670,33
1370,670,40
1371,670,42
1372,670,43
1373,670,48
1374,670,80
1375,670,107
1376,670,166
1377,670,175
1378,670,192
1379,670,209
1380,670,215
1381,671,3
1382,671,36
1383,671,54
1384,671,71
1385,671,122
1386,671,174
1387,671,190
1388,671,200
1389,671,202
1390,671,208
1391,671,218
1392,671,267
1393,672,1
1394,672,12
1395,672,31
1396,672,33
1397,672,40
1398,672,42
1399,672,43
1400,672,48
1401,672,80
1402,672,107
1403,672,166
1404,672,175
1405,672,192
1406,672,209
1407,672,215
1408,673,1
1409,673,12
1410,673,31
1411,673,33
1412,673,40
1413,673,42
1414,673,43
1415,673,48
1416,673,80
1417,673,107
1418,673,166
1419,673,175
1420,673,192
1421,673,209
1422,673,215
1423,674,1
1424,674,12
1425,674,31
1426,674,33
1427,674,40
1428,674,42
1429,674,43
1430,674,48
1431,674,80
1432,674,107
1433,674,166
1434,674,175
1435,674,192
1436,674,209
1437,674,215
1438,675,11
1439,675,17
1440,675,74
1441,675,82
1442,675,127
1443,675,135
1444,675,136
1445,675,139
1446,675,141
1447,675,157
1448,675,203
1449,675,232
1450,675,240
1451,675,247
1452,675,252
1453,675,254
1454,675,276
1455,675,293
1456,675,304
1457,675,312
1458,675,330
1459,676,11
1460,676,17
1461,676,74
1462,676,82
1463,676,127
1464,676,135
1465,676,136
1466,676,139
1467,676,141
1468,676,157
1469,676,203
1470,676,232
1471,676,240
1472,676,247
1473,676,252
1474,676,276
1475,676,293
1476,676,304
1477,676,312
1478,676,330
1479,677,39
1480,677,150
1481,678,7
1482,678,10
1483,678,25
1484,678,44
1485,678,51
1486,678,137
1487,678,188
1488,678,199
1489,678,221
1490,678,223
1491,678,225
1492,678,227
1493,678,235
1494,678,239
1495,678,294
1496,678,318
1497,678,321
1498,678,328
1499,679,6
1500,679,99
1501,679,124
1502,679,128
1503,679,131
1504,679,142
1505,679,189
1506,679,301
1507,679,306
1508,680,93
1509,680,129
1510,680,262
1511,681,93
1512,681,129
1513,681,262
1514,682,214
1515,683,11
1516,683,17
1517,683,74
1518,683,82
1519,683,127
1520,683,135
1521,683,136
1522,683,139
1523,683,141
1524,683,157
1525,683,203
1526,683,232
1527,683,240
1528,683,247
1529,683,252
1530,683,276
1531,683,293
1532,683,304
1533,683,312
1534,683,330
1535,684,93
1536,684,129
1537,684,262
1538,685,1
1539,685,12
1540,685,31
1541,685,33
1542,685,40
1543,685,42
1544,685,43
1545,685,48
1546,685,80
1547,685,107
1548,685,166
1549,685,175
1550,685,192
1551,685,209
1552,685,215
1553,686,1
1554,686,12
1555,686,31
1556,686,33
1557,686,40
1558,686,42
1559,686,43
1560,686,48
1561,686,80
1562,686,107
1563,686,166
1564,686,175
1565,686,192
1566,686,209
1567,686,215
1568,687,1
1569,687,12
1570,687,31
1571,687,33
1572,687,40
1573,687,42
1574,687,43
1575,687,48
1576,687,80
1577,687,107
1578,687,166
1579,687,175
1580,687,192
1581,687,209
1582,687,215
1583,688,1
1584,688,12
1585,688,31
1586,688,33
1587,688,40
1588,688,42
1589,688,43
1590,688,48
1591,688,80
1592,688,107
1593,688,166
1594,688,175
1595,688,192
1596,688,209
1597,688,215
1598,690,1
1599,690,12
1600,690,31
1601,690,33
1602,690,40
1603,690,42
1604,690,43
1605,690,48
1606,690,80
1607,690,107
1608,690,166
1609,690,175
1610,690,192
1611,690,209
1612,690,215
1613,691,1
1614,691,12
1615,691,31
1616,691,33
1617,691,40
1618,691,42
1619,691,43
1620,691,48
1621,691,80
1622,691,107
1623,691,166
1624,691,175
1625,691,192
1626,691,209
1627,691,215
1628,692,7
1629,692,10
1630,692,25
1631,692,44
1632,692,51
1633,692,137
1634,692,188
1635,692,199
1636,692,221
1637,692,223
1638,692,225
1639,692,227
1640,692,235
1641,692,239
1642,692,294
1643,692,318
1644,692,321
1645,692,328
1646,693,11
1647,693,17
1648,693,74
1649,693,82
1650,693,127
1651,693,135
1652,693,136
1653,693,139
1654,693,141
1655,693,157
1656,693,203
1657,693,232
1658,693,240
1659,693,247
1660,693,252
1661,693,276
1662,693,293
1663,693,304
1664,693,312
1665,693,330
1666,694,11
1667,694,17
1668,694,74
1669,694,82
1670,694,127
1671,694,135
1672,694,136
1673,694,139
1674,694,141
1675,694,157
1676,694,203
1677,694,232
1678,694,240
1679,694,247
1680,694,252
1681,694,276
1682,694,293
1683,694,304
1684,694,312
1685,694,330
1686,695,1
1687,695,12
1688,695,31
1689,695,33
1690,695,40
1691,695,42
1692,695,43
1693,695,48
1694,695,80
1695,695,107
1696,695,166
1697,695,175
1698,695,192
1699,695,209
1700,695,215
1701,696,11
1702,696,17
1703,696,74
1704,696,82
1705,696,127
1706,696,135
1707,696,136
1708,696,139
1709,696,141
1710,696,157
1711,696,203
1712,696,232
1713,696,240
1714,696,247
1715,696,252
1716,696,276
1717,696,293
1718,696,304
1719,696,312
1720,696,330
1721,697,93
1722,697,129
1723,697,262
1724,698,1
1725,698,12
1726,698,31
1727,698,33
1728,698,40
1729,698,42
1730,698,43
1731,698,48
1732,698,80
1733,698,107
1734,698,166
1735,698,175
1736,698,192
1737,698,209
1738,698,215
1739,699,6
1740,699,99
1741,699,124
1742,699,128
1743,699,131
1744,699,142
1745,699,189
1746,699,224
1747,699,301
1748,699,306
1749,700,178
1750,700,201
1751,700,272
1752,700,324
1753,701,1
1754,701,12
1755,701,31
1756,701,33
1757,701,40
1758,701,42
1759,701,43
1760,701,48
1761,701,80
1762,701,107
1763,701,166
1764,701,175
1765,701,192
1766,701,209
1767,701,215
1768,702,11
1769,702,17
1770,702,74
1771,702,82
1772,702,127
1773,702,135
1774,702,136
1775,702,139
1776,702,141
1777,702,157
1778,702,203
1779,702,232
1780,702,240
1781,702,247
1782,702,252
1783,702,276
1784,702,293
1785,702,304
1786,702,312
1787,702,330
1788,703,93
1789,703,129
1790,703,262
1791,704,93
1792,704,129
1793,704,262
1794,705,11
1795,705,17
1796,705,74
1797,705,82
1798,705,127
1799,705,135
1800,705,136
1801,705,139
1802,705,141
1803,705,157
1804,705,203
1805,705,232
1806,705,240
1807,705,247
1808,705,252
1809,705,276
1810,705,293
1811,705,304
1812,705,312
1813,705,330
1814,706,93
1815,706,129
1816,706,262
1817,707,1
1818,707,12
1819,707,31
1820,707,33
1821,707,40
1822,707,42
1823,707,43
1824,707,48
1825,707,80
1826,707,107
1827,707,166
1828,707,175
1829,707,192
1830,707,209
1831,707,215
1832,708,1
1833,708,12
1834,708,31
1835,708,33
1836,708,40
1837,708,42
1838,708,43
1839,708,48
1840,708,80
1841,708,107
1842,708,166
1843,708,175
1844,708,192
1845,708,209
1846,708,215
1847,709,93
1848,709,129
1849,709,262
1850,710,1
1851,710,12
1852,710,31
1853,710,33
1854,710,40
1855,710,42
1856,710,43
1857,710,48
1858,710,80
1859,710,107
1860,710,166
1861,710,175
1862,710,192
1863,710,209
1864,710,215
1865,711,214
1866,712,178
1867,712,201
1868,712,272
1869,712,324
1870,713,1
1871,713,12
1872,713,31
1873,713,33
1874,713,40
1875,713,42
1876,713,43
1877,713,48
1878,713,80
1879,713,107
1880,713,166
1881,713,175
1882,713,192
1883,713,209
1884,713,215
1885,714,3
1886,714,36
1887,714,54
1888,714,71
1889,714,122
1890,714,174
1891,714,190
1892,714,200
1893,714,202
1894,714,208
1895,714,218
1896,714,267
1897,715,1
1898,715,12
1899,715,31
1900,715,33
1901,715,40
1902,715,42
1903,715,43
1904,715,48
1905,715,80
1906,715,107
1907,715,166
1908,715,175
1909,715,192
1910,715,209
1911,715,215
1912,716,1
1913,716,12
1914,716,31
1915,716,33
1916,716,40
1917,716,42
1918,716,43
1919,716,48
1920,716,80
1921,716,107
1922,716,166
1923,716,175
1924,716,192
1925,716,209
1926,716,215
1927,717,1
1928,717,12
1929,717,31
1930,717,33
1931,717,40
1932,717,42
1933,717,43
1934,717,48
1935,717,80
1936,717,107
1937,717,166
1938,717,175
1939,717,192
1940,717,209
1941,717,215
1942,718,11
1943,718,17
1944,718,74
1945,718,82
1946,718,127
1947,718,135
1948,718,136
1949,718,139
1950,718,141
1951,718,157
1952,718,203
1953,718,232
1954,718,240
1955,718,247
1956,718,252
1957,718,276
1958,718,293
1959,718,304
1960,718,312
1961,718,330
1962,719,1
1963,719,12
1964,719,31
1965,719,33
1966,719,40
1967,719,42
1968,719,43
1969,719,48
1970,719,80
1971,719,107
1972,719,166
1973,719,175
1974,719,192
1975,719,209
1976,719,215
1977,720,11
1978,720,17
1979,720,74
1980,720,82
1981,720,127
1982,720,135
1983,720,136
1984,720,139
1985,720,141
1986,720,157
1987,720,203
1988,720,232
1989,720,240
1990,720,247
1991,720,252
1992,720,276
1993,720,293
1994,720,304
1995,720,312
1996,720,330
1997,721,93
1998,721,129
1999,721,262
2000,722,178
2001,722,201
2002,722,272
2003,722,324
2004,723,11
2005,723,17
2006,723,74
2007,723,82
2008,723,127
2009,723,135
2010,723,136
2011,723,139
2012,723,141
2013,723,157
2014,723,203
2015,723,232
2016,723,240
2017,723,247
2018,723,252
2019,723,276
2020,723,293
2021,723,304
2022,723,312
2023,723,330
2024,724,1
2025,724,12
2026,724,31
2027,724,33
2028,724,40
2029,724,42
2030,724,43
2031,724,48
2032,724,80
2033,724,107
2034,724,166
2035,724,175
2036,724,192
2037,724,209
2038,724,215
2039,726,1
2040,726,12
2041,726,31
2042,726,33
2043,726,40
2044,726,42
2045,726,43
2046,726,48
2047,726,80
2048,726,107
2049,726,166
2050,726,175
2051,726,192
2052,726,209
2053,726,215
2054,728,93
2055,728,129
2056,728,262
2057,729,214
2058,730,1
2059,730,12
2060,730,31
2061,730,33
2062,730,40
2063,730,42
2064,730,43
2065,730,48
2066,730,80
2067,730,107
2068,730,166
2069,730,175
2070,730,192
2071,730,209
2072,730,215
2073,731,11
2074,731,17
2075,731,74
2076,731,82
2077,731,127
2078,731,135
2079,731,136
2080,731,139
2081,731,141
2082,731,157
2083,731,203
2084,731,232
2085,731,240
2086,731,247
2087,731,252
2088,731,276
2089,731,293
2090,731,304
2091,731,312
2092,731,330
2093,732,1
2094,732,12
2095,732,31
2096,732,33
2097,732,40
2098,732,42
2099,732,43
2100,732,48
2101,732,80
2102,732,107
2103,732,166
2104,732,175
2105,732,192
2106,732,209
2107,732,215
2108,733,1
2109,733,12
2110,733,31
2111,733,33
2112,733,40
2113,733,42
2114,733,43
2115,733,48
2116,733,80
2117,733,107
2118,733,166
2119,733,175
2120,733,192
2121,733,209
2122,733,215
2123,734,214
2124,736,214
2125,738,214
2126,739,214
2127,740,214
2128,741,178
2129,741,201
2130,741,272
2131,741,324
2132,744,214
2133,748,11
2134,748,17
2135,748,74
2136,748,82
2137,748,127
